119.5,0.0012454
120,0.0011996
120.49,0.0011405
120.99,0.0010594
121.48,0.00096025
121.98,0.00084399
122.47,0.00075864
122.97,0.0006914
123.47,0.00067751
123.96,0.00067202
124.46,0.00067375
124.95,0.00061125
125.45,0.00053978
125.95,0.00041685
126.44,0.00026079
126.94,6.8642e-05
127.43,8.8519e-18
127.93,8.5244e-18
128.42,8.5695e-18
128.92,8.2999e-18
129.42,8.3337e-18
129.91,8.2365e-18
130.41,8.2235e-18
130.9,8.0415e-18
131.4,8.1827e-18
131.9,8.2051e-18
132.39,8.2999e-18
132.89,8.3707e-18
133.38,8.5065e-18
133.88,8.4477e-18
134.37,8.5907e-18
134.87,8.7157e-18
135.37,8.9369e-18
135.86,9.0819e-18
136.36,9.1476e-18
136.85,9.1855e-18
137.35,9.1716e-18
137.85,9.0705e-18
138.34,9.0564e-18
138.84,8.8107e-18
139.33,8.8169e-18
139.83,8.5233e-18
140.33,8.679e-18
140.82,8.2866e-18
141.32,8.0892e-18
141.81,7.7759e-18
142.31,7.5331e-18
142.8,7.3869e-18
143.3,7.3001e-18
143.8,7.3708e-18
144.29,7.4678e-18
144.79,7.6381e-18
145.28,7.447e-18
145.78,7.7179e-18
146.28,7.7196e-18
146.77,7.663e-18
147.27,7.8235e-18
147.76,7.8255e-18
148.26,8e-18
148.75,7.9294e-18
149.25,7.9725e-18
149.75,7.8577e-18
150.24,7.9872e-18
150.74,7.9092e-18
151.23,7.6449e-18
151.73,7.7926e-18
152.23,7.8933e-18
152.72,7.549e-18
153.22,7.6048e-18
153.71,7.7196e-18
154.21,7.7648e-18
154.7,7.3528e-18
155.2,7.4446e-18
155.7,6.9312e-18
156.19,7.2696e-18
156.69,7.2731e-18
157.18,7.4906e-18
157.68,7.3706e-18
158.18,7.4408e-18
158.67,7.3255e-18
159.17,7.3361e-18
159.66,6.7942e-18
160.16,6.5172e-18
160.65,6.2786e-18
161.15,6.0881e-18
161.65,6.0244e-18
162.14,5.9919e-18
162.64,6.087e-18
163.13,5.8656e-18
163.63,6.0182e-18
164.13,6.26e-18
164.62,6.6251e-18
165.12,6.9088e-18
165.61,6.9121e-18
166.11,7.7353e-18
166.61,7.3614e-18
167.1,7.6355e-18
167.6,7.9093e-18
168.09,7.302e-18
168.59,7.3274e-18
169.08,6.753e-18
169.58,7.1229e-18
170.08,6.7228e-18
170.57,7.3358e-18
171.07,6.9772e-18
171.56,6.9618e-18
172.06,6.9413e-18
172.56,7.2074e-18
173.05,7.3242e-18
173.55,7.5188e-18
174.04,7.2482e-18
174.54,7.3224e-18
175.03,7.4955e-18
175.53,7.5069e-18
176.03,7.2078e-18
176.52,6.9759e-18
177.02,7.0847e-18
177.51,6.5475e-18
178.01,6.2682e-18
178.51,6.3684e-18
179,6.4957e-18
179.5,4.4879e-18
