0,1
0.49585,0.97429
0.9917,0.93487
1.4875,0.87324
1.9834,0.79964
2.4792,0.71273
2.9751,0.63358
3.4709,0.56183
3.9668,0.4904
4.4626,0.42238
4.9585,0.36271
5.4543,0.31602
5.9502,0.28072
6.446,0.24936
6.9419,0.22217
7.4377,0.198
7.9336,0.18164
8.4294,0.16409
8.9253,0.1522
9.4211,0.14746
9.917,0.14165
10.413,0.14162
10.909,0.13594
11.405,0.13444
11.9,0.13021
12.396,0.12632
12.892,0.11799
13.388,0.11649
13.884,0.11151
14.38,0.10768
14.875,0.10314
15.371,0.099138
15.867,0.097447
16.363,0.094673
16.859,0.092793
17.355,0.089057
17.851,0.08612
18.346,0.084019
18.842,0.080849
19.338,0.079483
19.834,0.076279
20.33,0.075391
20.826,0.073055
21.321,0.07273
21.817,0.070595
22.313,0.069028
22.809,0.068376
23.305,0.066926
23.801,0.065175
24.297,0.063628
24.792,0.061485
25.288,0.060301
25.784,0.058303
26.28,0.057099
26.776,0.055667
27.272,0.054865
27.768,0.053088
28.263,0.053089
28.759,0.052116
29.255,0.051771
29.751,0.051241
30.247,0.050421
30.743,0.050342
31.238,0.049354
31.734,0.048969
32.23,0.04896
32.726,0.047197
33.222,0.04765
33.718,0.046474
34.214,0.046234
34.709,0.045931
35.205,0.044671
35.701,0.045109
36.197,0.043956
36.693,0.04385
37.189,0.042962
37.684,0.042908
38.18,0.04267
38.676,0.041739
39.172,0.041233
39.668,0.040488
40.164,0.040357
40.66,0.03937
41.155,0.038733
41.651,0.038
42.147,0.037474
42.643,0.037143
43.139,0.036413
43.635,0.035802
44.131,0.035353
44.626,0.034719
45.122,0.034438
45.618,0.03367
46.114,0.033545
46.61,0.03289
47.106,0.032329
47.601,0.032389
48.097,0.031787
48.593,0.031519
49.089,0.031884
49.585,0.031249
50.081,0.031534
50.577,0.03053
51.072,0.030709
51.568,0.030567
52.064,0.030368
52.56,0.030536
53.056,0.029875
53.552,0.029693
54.047,0.029295
54.543,0.028672
55.039,0.029297
55.535,0.027916
56.031,0.027702
56.527,0.027103
57.023,0.026746
57.518,0.02618
58.014,0.025345
58.51,0.025076
59.006,0.02445
59.502,0.024067
59.998,0.023659
60.494,0.023189
60.989,0.023331
61.485,0.022106
61.981,0.022394
62.477,0.021702
62.973,0.022038
63.469,0.021979
63.964,0.021801
64.46,0.021947
64.956,0.021633
65.452,0.022203
65.948,0.022101
66.444,0.022338
66.94,0.022563
67.435,0.022119
67.931,0.022572
68.427,0.02239
68.923,0.022587
69.419,0.022437
69.915,0.022358
70.411,0.02263
70.906,0.022374
71.402,0.022523
71.898,0.022238
72.394,0.022331
72.89,0.022416
73.386,0.021933
73.881,0.021669
74.377,0.021366
74.873,0.021165
75.369,0.02094
75.865,0.019865
76.361,0.019862
76.857,0.019219
77.352,0.018909
77.848,0.018265
78.344,0.017859
78.84,0.017677
79.336,0.017228
79.832,0.01714
80.327,0.017049
80.823,0.017174
81.319,0.017286
81.815,0.017559
82.311,0.017748
82.807,0.01803
83.303,0.018321
83.798,0.018488
84.294,0.018902
84.79,0.018767
85.286,0.018926
85.782,0.018687
86.278,0.018617
86.774,0.018349
87.269,0.017998
87.765,0.017795
88.261,0.017333
88.757,0.016893
89.253,0.016406
89.749,0.015971
90.244,0.015669
90.74,0.015055
91.236,0.014768
91.732,0.014218
92.228,0.013957
92.724,0.013592
93.22,0.013146
93.715,0.013098
94.211,0.012689
94.707,0.012482
95.203,0.012289
95.699,0.012009
96.195,0.012168
96.69,0.011733
97.186,0.011736
97.682,0.011582
98.178,0.011423
98.674,0.011307
99.17,0.010939
99.666,0.010895
100.16,0.010513
100.66,0.010289
101.15,0.0098595
101.65,0.0094705
102.14,0.0092142
102.64,0.0086978
103.14,0.00838
103.63,0.007936
104.13,0.0075018
104.62,0.0072028
105.12,0.006689
105.62,0.0064288
106.11,0.0060427
106.61,0.0057619
107.1,0.0055184
107.6,0.0052759
108.09,0.0051618
108.59,0.0049293
109.09,0.0048552
109.58,0.0047662
110.08,0.0044901
110.57,0.0044331
111.07,0.0042265
111.57,0.0040993
112.06,0.0039009
112.56,0.0036799
113.05,0.0034773
113.55,0.0033417
114.05,0.0031287
114.54,0.0029545
115.04,0.0027216
115.53,0.00252
116.03,0.002324
116.52,0.0020765
117.02,0.0018803
117.52,0.0016742
118.01,0.0015181
118.51,0.0013884
119,0.0013129
