0,1
0.49585,0.97255
0.9917,0.92741
1.4875,0.8523
1.9834,0.75571
2.4792,0.63804
2.9751,0.53347
3.4709,0.44796
3.9668,0.37157
4.4626,0.31191
4.9585,0.26282
5.4543,0.23615
5.9502,0.21341
6.446,0.18526
6.9419,0.17694
7.4377,0.16955
7.9336,0.16713
8.4294,0.15917
8.9253,0.14793
9.4211,0.13584
9.917,0.11998
10.413,0.10799
10.909,0.095915
11.405,0.082647
11.9,0.073081
12.396,0.066157
12.892,0.063585
13.388,0.058514
13.884,0.058476
14.38,0.059905
14.875,0.06156
15.371,0.061247
15.867,0.061814
16.363,0.060854
16.859,0.060747
17.355,0.06299
17.851,0.065215
18.346,0.067883
18.842,0.071254
19.338,0.072494
19.834,0.07425
20.33,0.074866
20.826,0.071971
21.321,0.072406
21.817,0.068799
22.313,0.06875
22.809,0.06747
23.305,0.06503
23.801,0.063474
24.297,0.060026
24.792,0.057517
25.288,0.055184
25.784,0.052495
26.28,0.050828
26.776,0.050346
27.272,0.049151
27.768,0.050009
28.263,0.048981
28.759,0.049353
29.255,0.048474
29.751,0.047616
30.247,0.045724
30.743,0.044915
31.238,0.042314
31.734,0.040174
32.23,0.039191
32.726,0.036968
33.222,0.037144
33.718,0.036199
34.214,0.037031
34.709,0.036407
35.205,0.036243
35.701,0.036151
36.197,0.035261
36.693,0.035043
37.189,0.033077
37.684,0.032683
38.18,0.031772
38.676,0.02968
39.172,0.029106
39.668,0.02762
40.164,0.028156
40.66,0.027409
41.155,0.027075
41.651,0.028049
42.147,0.02748
42.643,0.028101
43.139,0.028219
43.635,0.027911
44.131,0.02831
44.626,0.02737
45.122,0.027435
45.618,0.02694
46.114,0.026771
46.61,0.02614
47.106,0.02542
47.601,0.02536
48.097,0.024911
48.593,0.024502
49.089,0.024498
49.585,0.024067
50.081,0.024078
50.577,0.02345
51.072,0.023442
51.568,0.023376
52.064,0.023263
52.56,0.022918
53.056,0.022802
53.552,0.022551
54.047,0.022364
54.543,0.022099
55.039,0.021839
55.535,0.021447
56.031,0.021134
56.527,0.020872
57.023,0.020232
57.518,0.020111
58.014,0.019567
58.51,0.019158
59.006,0.01909
59.502,0.018505
59.998,0.018443
60.494,0.018109
60.989,0.017816
61.485,0.017637
61.981,0.017302
62.477,0.017298
62.973,0.017035
63.469,0.016834
63.964,0.016639
64.46,0.016437
64.956,0.016459
65.452,0.016001
65.948,0.016034
66.444,0.015638
66.94,0.015438
67.435,0.015162
67.931,0.01495
68.427,0.014763
68.923,0.014387
69.419,0.014061
69.915,0.013841
70.411,0.013571
70.906,0.013236
71.402,0.012855
71.898,0.012558
72.394,0.012296
72.89,0.012029
73.386,0.011805
73.881,0.011658
74.377,0.011425
74.873,0.011352
75.369,0.011188
75.865,0.011115
76.361,0.011078
76.857,0.010854
77.352,0.010884
77.848,0.010775
78.344,0.010693
78.84,0.010571
79.336,0.010529
79.832,0.010387
80.327,0.010328
80.823,0.010276
81.319,0.01009
81.815,0.010247
82.311,0.01001
82.807,0.010029
83.303,0.0098281
83.798,0.009719
84.294,0.0096879
84.79,0.009714
85.286,0.009749
85.782,0.0098685
86.278,0.01012
86.774,0.010295
87.269,0.010537
87.765,0.010448
88.261,0.010682
88.757,0.010568
89.253,0.010602
89.749,0.010556
90.244,0.010465
90.74,0.010258
91.236,0.010286
91.732,0.010082
92.228,0.010104
92.724,0.010012
93.22,0.0098883
93.715,0.0098704
94.211,0.0096125
94.707,0.0095484
95.203,0.0092401
95.699,0.009015
96.195,0.0090431
96.69,0.0087297
97.186,0.00893
97.682,0.0088912
98.178,0.008983
98.674,0.0090683
99.17,0.0088843
99.666,0.0089734
100.16,0.0087239
100.66,0.0085573
101.15,0.0081263
101.65,0.0079202
102.14,0.00783
102.64,0.0076437
103.14,0.0075845
103.63,0.0077346
104.13,0.0078965
104.62,0.0079841
105.12,0.0078594
105.62,0.0078653
106.11,0.0076999
106.61,0.0075253
107.1,0.0073452
107.6,0.0071752
108.09,0.0070649
108.59,0.0069272
109.09,0.0067736
109.58,0.0065236
110.08,0.0063387
110.57,0.0060933
111.07,0.0058839
111.57,0.0057052
112.06,0.0054632
112.56,0.0053028
113.05,0.0050991
113.55,0.0048466
114.05,0.0046973
114.54,0.0044595
115.04,0.0042737
115.53,0.004059
116.03,0.0038142
116.52,0.0036342
117.02,0.0034658
